"Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Fruit","Category","Item","Metric","Area Grown","Fertilize","Organic","Type","Ingredient","Code","Domain Category","Value","CV (%)"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"1","(L)"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"41","14.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","439","6.4"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"277","7.2"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"146","7.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"10","51.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"1","(L)"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"41","14.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","475","5.8"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA NON-BEARING",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"74","11.7"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA NON-BEARING",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"54","11.0"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA NON-BEARING",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"6","27.4"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA NON-BEARING",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"27","18.9"
"CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","161","6.1"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"39","56.5"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"221","26.7"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (100 OR MORE ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"161","32.2"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (50.0 TO 99.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1,012","17.4"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"234","25.1"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (100 OR MORE ACRES)",NA,NA,NA,NA,NA,NA,"385","(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"118","(H)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"174","34.4"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (50.0 TO 99.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1,073","16.9"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"13","36.6"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (100 OR MORE ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"13","94.7"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","61","18.6"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"165","51.5"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"116","28.0"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (100 OR MORE ACRES)",NA,NA,NA,NA,NA,NA,"3","(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"6","(H)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"1","(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"30","33.9"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (50.0 TO 99.9 ACRES)",NA,NA,NA,NA,NA,NA,"1","(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","322","31.4"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"180","52.5"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"119","26.9"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (100 OR MORE ACRES)",NA,NA,NA,NA,NA,NA,"3","(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"6","(H)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"1","(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"30","33.9"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (50.0 TO 99.9 ACRES)",NA,NA,NA,NA,NA,NA,"1","(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","340","32.7"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA NON-BEARING",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"41","54.3"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA NON-BEARING",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"11","60.4"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA NON-BEARING",NA,"AREA GROWN: (100 OR MORE ACRES)",NA,NA,NA,NA,NA,NA,"1","(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA NON-BEARING",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"1","(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA NON-BEARING",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"1","(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA NON-BEARING",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"5","78.2"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","60","49.2"
"CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1","11.2"
"CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","8","16.8"
"CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","9","14.9"
"CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","2","(L)"
"CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","445","16.6"
"CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","511","14.0"
"CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","66","13.9"
"CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","361","5.4"
"CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","393","6.2"
"CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","87","10.5"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","15","52.1"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","21","36.2"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","6","33.4"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","51","15.2"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","66","18.1"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","19","64.1"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"106","23.0"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (100 OR MORE ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"115","39.2"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"468","26.4"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"145","13.9"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES BEARING",NA,"AREA GROWN: (50.0 TO 99.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1,664","19.6"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"36","23.0"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"122","21.1"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (100 OR MORE ACRES)",NA,NA,NA,NA,NA,NA,"681","60.7"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"154","40.5"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"494","27.9"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"154","14.3"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES GROWN",NA,"AREA GROWN: (50.0 TO 99.9 ACRES)",NA,NA,NA,NA,NA,NA,"212","(L)"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","1,853","17.4"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"16","26.9"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (100 OR MORE ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"39","44.7"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"26","58.4"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"9","40.0"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"ACRES NON-BEARING",NA,"AREA GROWN: (50.0 TO 99.9 ACRES)",NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","188","15.2"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"189","7.3"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (1.0 TO 4.9 ACRES)",NA,NA,NA,NA,NA,NA,"55","24.3"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (100 OR MORE ACRES)",NA,NA,NA,NA,NA,NA,"3","77.5"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (15.0 TO 24.9 ACRES)",NA,NA,NA,NA,NA,NA,"9","39.4"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (25.0 TO 49.9 ACRES)",NA,NA,NA,NA,NA,NA,"16","31.4"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (5.0 TO 14.9 ACRES)",NA,NA,NA,NA,NA,NA,"19","16.6"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA BEARING",NA,"AREA GROWN: (50.0 TO 99.9 ACRES)",NA,NA,NA,NA,NA,NA,"3","(L)"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"Total OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"NOT SPECIFIED","294","6.7"
"CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"STRAWBERRIES ",NA,"OPERATIONS WITH AREA GROWN",NA,"AREA GROWN: (0.1 TO 0.9 ACRES)",NA,NA,NA,NA,NA,NA,"206","12.9"
